PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
55114,32.5958608,129.3003143,0.006,-42.884,81.591,1,4929,34,90
55115,32.5958608,129.3003105,0.006,-42.893,80.591,1,4929,34,90
55116,32.5958607,129.3003066,0.006,-42.902,79.591,1,4929,34,90
55117,32.5958607,129.3003028,0.006,-42.911,78.591,1,4929,34,90
55118,32.5958607,129.3002989,0.006,-42.92,77.591,1,4929,34,90
55119,32.5958606,129.3002951,0.006,-42.929,76.591,1,4929,34,90
55120,32.5958606,129.3002912,0.006,-42.938,75.591,1,4929,34,90
55121,32.5958606,129.3002874,0.006,-42.947,74.591,1,4929,34,90
55122,32.5958605,129.3002835,0.006,-42.956,73.591,1,4929,34,90
55123,32.5958605,129.3002797,0.006,-42.965,72.591,1,4929,34,90
55124,32.5958605,129.3002758,0.006,-42.974,71.591,1,4929,34,90
55125,32.5958605,129.300272,0.006,-42.983,70.591,1,4929,34,90
55126,32.5958604,129.3002681,0.006,-42.992,69.591,1,4929,34,90
55127,32.5958604,129.3002643,0.006,-43.001,68.591,1,4929,34,90
55128,32.5958604,129.3002604,0.006,-43.01,67.591,1,4929,34,90
55129,32.5958603,129.3002565,0.006,-43.019,66.591,1,4929,34,90
55130,32.5958603,129.3002527,0.006,-43.028,65.591,1,4929,34,90
55131,32.5958603,129.3002488,0.006,-43.037,64.591,1,4929,34,90
55132,32.5958603,129.300245,0.006,-43.046,63.591,1,4929,34,90
55133,32.5958602,129.3002411,0.006,-43.055,62.591,1,4929,34,90
55134,32.5958602,129.3002373,0.006,-43.064,61.591,1,4929,34,90
55135,32.5958602,129.3002334,0.006,-43.073,60.591,1,4929,34,90
55136,32.5958601,129.3002296,0.006,-43.082,59.591,1,4929,34,90
55137,32.5958601,129.3002257,0.006,-43.091,58.591,1,4929,34,90
55138,32.5958601,129.3002219,0.006,-43.1,57.591,1,4929,34,90
55139,32.5958601,129.300218,0.006,-43.109,56.591,1,4929,34,90
55140,32.59586,129.3002142,0.006,-43.118,55.591,1,4929,34,90
55141,32.59586,129.3002103,0.006,-43.127,54.591,1,4929,34,90
55142,32.59586,129.3002065,0.006,-43.136,53.591,1,4929,34,90
55143,32.5958599,129.3002026,0.006,-43.145,52.591,1,4929,34,90
55144,32.5958599,129.3001988,0.006,-43.154,51.591,1,4929,34,90
55145,32.5958599,129.3001949,0.006,-43.163,50.591,1,4929,34,90
55146,32.5958598,129.3001911,0.006,-43.172,49.591,1,4929,34,90
55147,32.5958598,129.3001884,0.006,-43.178,48.913,1,4929,34,90
55149,33.0000002,129.3001998,0,0.071,51.87,1,4929,44,0
55150,33.0000125,129.3001998,0,3.839,51.857,1,4929,44,0
55154,33.0000118,129.3000083,0,3.625,2.146,1,4929,44,0
55154,33.0000118,129.3000083,0,3.625,2.146,1,4929,44,0
55155,33.0000116,129.2959559,0,3.576,-11.434,1,4929,43,9
55156,32.5959881,129.2959561,0,-3.675,-11.382,1,4929,33,99
55157,32.5959882,129.3000344,0,-3.634,8.942,1,4929,34,90
55158,32.5959885,129.3001126,0,-3.539,29.238,1,4929,34,90
55159,32.5959885,129.300191,0,-3.552,49.59,1,4929,34,90
55160,32.5959883,129.3002691,0,-3.609,69.844,1,4929,34,90
55161,32.5959884,129.3003472,0,-3.572,90.112,1,4929,34,90
55162,32.5959884,129.3004073,0,-3.562,105.721,1,4929,34,90
55163,33.0000123,129.3004073,0,3.803,105.734,1,4929,44,0
55164,32.5958657,129.300187,0,-41.378,48.531,1,4929,34,90
55164,32.5958657,129.300187,0,-41.378,48.531,1,4929,34,90
55165,32.5958426,129.3001877,0,-48.488,48.716,1,4929,34,90
55166,32.595842,129.3001595,0,-48.664,41.405,1,4929,34,90
55167,32.5958671,129.3001579,0,-40.927,40.983,1,4929,34,90
55168,32.5959885,129.3001579,0,-3.557,40.991,1,4929,34,90
55169,33.0000121,129.3001585,0,3.727,41.143,1,4929,44,0
55170,33.0000968,129.3001575,0,29.827,40.871,1,4929,44,0
55171,33.0001324,129.3001574,0,40.797,40.846,1,4929,44,0
55172,33.0001349,129.3001557,0,41.548,40.405,1,4929,44,0
55173,33.0001584,129.3001554,0,48.796,40.345,1,4929,44,0
55174,33.0001599,129.3001569,0,49.246,40.737,1,4929,44,0
55175,33.0002634,129.3001569,0,81.129,40.731,1,4929,44,0
55176,33.0002636,129.3001855,0,81.19,48.155,1,4929,44,0
55177,33.0001607,129.3001853,0,49.515,48.086,1,4929,44,0
55178,33.0001585,129.300188,0,48.816,48.791,1,4929,44,0
55179,33.0001344,129.3001866,0,41.404,48.442,1,4929,44,0
55180,33.0000126,129.300187,0,3.868,48.534,1,4929,44,0
55181,32.5959883,129.3001863,0,-3.599,48.361,1,4929,34,90
55182,32.5958676,129.3003947,0,-40.769,102.463,1,4929,34,90
55182,32.5958676,129.3003947,0,-40.769,102.463,1,4929,34,90
55183,32.5958678,129.3004085,0,-40.72,106.041,1,4929,34,90
55184,32.5958441,129.3004088,0,-48.034,106.121,1,4929,34,90
55185,32.5958433,129.3003386,0,-48.265,87.88,1,4929,34,90
55186,32.595843,129.3002546,0,-48.368,66.095,1,4929,34,90
55187,32.595842,129.3000943,0,-48.684,24.484,1,4929,34,90
55188,32.5958425,129.2959559,0,-48.528,-11.438,1,4929,33,99
55189,32.595867,129.2959572,0,-40.978,-11.108,1,4929,33,99
55190,32.5958656,129.2959604,0,-41.393,-10.282,1,4929,33,99
55191,32.5958662,129.3000578,0,-41.203,15.004,1,4929,34,90
55192,32.5958652,129.3001558,0,-41.52,40.45,1,4929,34,90
55193,32.5958671,129.3001579,0,-40.943,40.986,1,4929,34,90
55194,32.5958657,129.300187,0,-41.379,48.527,1,4929,34,90
55195,32.5958657,129.3002164,0,-41.367,56.176,1,4929,34,90
55196,33.0001329,129.2959566,0,40.94,-11.272,1,4929,43,9
55196,33.0001329,129.2959566,0,40.94,-11.272,1,4929,43,9
55197,33.0001312,129.2959552,0,40.412,-11.633,1,4929,43,9
55198,33.0001575,129.2959547,0,48.515,-11.757,1,4929,43,9
55199,33.0001576,129.2959912,0,48.55,-2.292,1,4929,43,9
55200,33.0001575,129.3000851,0,48.515,22.08,1,4929,44,0
55201,33.0001585,129.3002017,0,48.815,52.365,1,4929,44,0
55202,33.0001587,129.3004001,0,48.871,103.862,1,4929,44,0
55203,33.0001344,129.3004022,0,41.401,104.393,1,4929,44,0
55204,33.0001348,129.3001563,0,41.509,40.577,1,4929,44,0
55205,32.5958424,129.2959281,0,-48.56,-18.665,1,4929,33,99
55205,32.5958424,129.2959281,0,-48.56,-18.665,1,4929,33,99
55206,33.0002759,129.2959275,0,84.989,-18.822,1,4929,43,9
55207,33.000276,129.2959537,0,85.033,-12.01,1,4929,43,9
55208,32.5958669,129.2959572,0,-40.998,-11.112,1,4929,33,99
55209,32.5958423,129.2959559,0,-48.578,-11.457,1,4929,33,99
55210,32.595844,129.3004088,0,-48.051,106.107,1,4929,34,90
55210,32.595844,129.3004088,0,-48.051,106.107,1,4929,34,90
55211,33.0000429,129.3004075,0,13.22,105.772,1,4929,44,0
55212,33.0001301,129.3004087,0,40.089,106.089,1,4929,44,0
55213,33.0001298,129.3004352,0,39.982,112.959,1,4929,44,0
55214,32.5958439,129.3004347,0,-48.075,112.836,1,4929,34,90
