PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1,33.0000142,129.2959412,0,4.383,-15.252,1,4929,43,9
1,33.0000142,129.2959412,0,4.383,-15.252,1,4929,43,9
2,33.0000137,129.3000474,0,4.211,12.292,1,4929,44,0
3,32.5959833,129.3000471,0,-5.136,12.237,1,4929,34,90
4,32.5959838,129.2959415,0,-5.003,-15.185,1,4929,33,99
