x,y,z,yaw,velocity,change_flag
10.672600206434439,-1.8990599733948499,0.16127820312976837,0,20,0
11.829038539358244,-1.910302087756025,0.02130245976150036,0,20,0
12.863746776776319,-1.9203345568927497,0.10000000000000013,0,20,0
13.7767241527036,-1.9292361751011622,0.09630417823791504,0,20,0
14.689701783959237,-1.9381115285441952,0.10342240333557129,0,20,0
15.480949064380788,-1.9458035015281572,0.12104920297861099,0,20,0
16.211331169385375,-1.9529037842743515,0.07850241661071777,0,20,0
16.880848354301623,-1.9593861119885865,0.10000000000000013,0,20,0
17.55036528388952,-1.965894704468201,0.10000000000000013,0,20,0
18.15901678273198,-1.9718378714877753,0.1000048965215683,0,20,0
18.828533712319878,-1.9783464639673898,0.10428880155086517,0,20,0
19.498050897236126,-1.9848287916816247,0.10000000000000013,0,20,0
20.2893,-1.9925,0,0,20,0
21.1447,-2.0041,0,0,20,0
21.9709,-2.0359,0.1,0,20,0
22.808614107185484,-2.0278742516921375,0.10000000000000013,0,20,0
23.50240200492808,-2.040110019842866,0.10000000000000013,0,20,0
24.2468,-2.0238,0.1475,0,20,0
25.0098,-2.009,0.1031,0,20,0
25.9755,-2.0058,0.1824,0,20,0
27.123408039668785,-1.9675251031173497,0.10000000000000013,0,20,0
28.225357657563947,-1.8415049269017412,0.20362019538879395,0,20,0
29.40116195018279,-1.8426366087472075,0.24908900260925293,0,20,0
30.61475463200641,-1.8736478379111374,0.23593440651893616,0,20,0
31.665346981262495,-1.8715799484936588,0.229277104139328,0,20,0
32.81274919413994,-1.8526808396052972,0.10000000000000013,0,20,0
34.10462524152455,-1.83753164817809,0.24332359433174133,0,20,0
35.48294110198038,-1.8342001802665637,0.29320380091667175,0,20,0
36.726659451988844,-1.8177913322747308,0.3878706097602844,0,20,0
37.89307817752309,-1.8090452053028356,0.39992308616638184,0,20,0
39.14568985288341,-1.8217775420303262,0.4116672873497009,0,20,0
40.494618407753535,-1.836971087421621,0.3641310930252075,0,20,0
41.94035608386624,-1.8353624655747578,0.47486039996147156,0,20,0
43.05738576531367,-1.873544174025866,0.38803359866142273,0,20,0
44.483613944658025,-1.8810749983972237,0.39670491218566895,0,20,0
45.871069251332074,-1.8972530272540333,0.40692758560180664,0,20,0
47.18171717526464,-1.9018304012288254,0.42104271054267883,0,20,0
48.40617214937112,-1.8849293115042318,0.240094184875488,0,20,0
49.447132810676244,-1.8826153012203717,0.4282242953777313,0,20,0
50.5742864218074,-1.9017797546358992,0.5131648182868958,0,20,0
51.79849527504753,-1.894510352862286,0.516486406326294,0,20,0
53.18693506518708,-1.8721616299151778,0.28850388526916504,0,20,0
54.77764104467601,-1.8549523929293337,0.10000000000000013,0,20,0
56.11669104834999,-1.8795605576379537,0.6649988889694214,0,20,0
57.48586746258759,-1.8567195929580842,0.5245776176452637,0,20,0
59.06669563325918,-1.8488959230568407,0.10000000000000013,0,20,0
60.66703255832033,-1.831961859170102,0.10000000000000013,0,20,0
